Modelo,Color,Año Modelo,Modalidad de Venta,Moneda,Precio Real,PRECIO DE VENTA,Tipo Cambio (a soles),Tipo Cliente,Genero,Estado Civil,Kilometraje (x10 mil km),Siniestros,Mes
AVANZA,PLATA METALICO,2021,Crédito Vehicular MAF,US $,18700,14960,4,NAT,Femenino,Soltero,5,5,Mayo
AVANZA,BLANCO,2020,Venta Directa,US $,18700,14960,4,NAT,Masculino,Casado,6,6,Diciembre
RUSH,BLANCO,2025,Venta Directa,US $,22790,18232,4,JUR,Masculino,Soltero,10,4,Julio
AVANZA,GRIS OSCURO METALICO,2025,Crédito Vehicular MAF,US $,20610,16488,4,NAT,Masculino,Soltero,12,2,Junio
HILUX,BLANCO,2024,Crédito Vehicular MAF,US $,40860,32688,4,JUR,Femenino,Soltero,10,4,Agosto
AVANZA,GRIS OSCURO METALICO,2021,Venta Directa,US $,19870,15896,4,NAT,Masculino,Casado,7,3,Octuvre
FORTUNER,BLANCO,2021,Venta Directa,US $,39950,31960,4,NAT,Masculino,Soltero,6,1,Enero
RUSH,PLATA METALICO,2020,Venta Directa,US $,21890,17512,4,NAT,Masculino,Casado,12,0,Febrero
HIACE,BLANCO,2022,Venta Directa,US $,46750,37400,4,JUR,Masculino,Soltero,6,4,Marzo
HILUX,BLANCO,2022,Crédito Vehicular MAF,US $,39800,31840,4,JUR,Masculino,Soltero,0,0,Junio
RUSH,ROJO OSCURO MICA,2022,Venta Directa,US $,22990,18392,4,NAT,Masculino,,2,3,Octubre
HILUX,BLANCO,2021,Venta Directa,US $,39100,31280,4,JUR,Masculino,Casado,5,5,Octubre
RUSH,ROJO MICA METALICO,2020,Venta Directa,S/.,72600,58080,4,NAT,Masculino,Casado,6,3,Diciembre
AVANZA,ROJO MICA METALICO,2022,Venta Directa,US $,18790,15032,4,NAT,Masculino,Casado,3,0,Abril
ETIOS,PLATA METALICO,2023,Venta Directa,US $,15300,12240,4,NAT,Masculino,Soltero,12,1,Noviembre
AVANZA,PLATA METALICO,2022,Crédito Vehicular,US $,18790,15032,4,NAT,Masculino,Soltero,11,3,Octubre
HILUX,BLANCO,2021,Venta Directa,US $,42500,34000,4,JUR,Masculino,Casado,7,3,Julio
HILUX,BLANCO,2021,Crédito Vehicular MAF,US $,39660,31728,4,NAT,Masculino,Soltero,8,5,Agosto
AGYA,PLATA METALICO,2021,Crédito Vehicular MAF,US $,10990,8792,4,NAT,Femenino,Soltero,12,0,Diciembre
AVANZA,GRIS OSCURO METALICO,2021,Venta Directa,S/.,74400,59520,4,NAT,Masculino,Casado,6,4,Marso
HILUX,BLANCO,2021,Venta Directa,US $,42500,34000,4,JUR,Femenino,Soltero,0,1,Junio
COROLLA CROSS,PLATA PERLADO,2021,Crédito Vehicular MAF,US $,27740,22192,4,NAT,Masculino,Soltero,4,4,Mayo
AVANZA,PLATA METALICO,2022,Venta Directa,US $,18740,14992,4,NAT,Masculino,,5,3,Setiembre
RUSH,BLANCO,2019,Venta Directa,S/.,72000,57600,4,NAT,Masculino,Casado,10,1,Nobiemvre
RAV4,GRIS OSCURO METALICO,2021,Venta Directa,US $,29700,23760,4,NAT,Masculino,Soltero,7,0,Diciembre
AVANZA,PLATA METALICO,2021,Venta Directa,US $,18800,15040,4,NAT,Masculino,Soltero,6,4,Febreo
HIACE,BLANCO,2025,Venta Directa,US $,47790,38232,4,JUR,Femenino,Soltero,12,2,Septiembre
HILUX,GRIS OSCURO METALICO,2024,Crédito Vehicular MAF,US $,44560,35648,4,NAT,Masculino,Soltero,6,3,Junio
HIACE,PLATA METALICO,2023,Venta Directa,US $,46750,37400,4,NAT,Femenino,Soltero,0,0,Enero
AVANZA,PLATA METALICO,2021,Crédito Vehicular MAF,US $,21450,17160,4,JUR,Masculino,Soltero,15,3,Marzo
AGYA,ROJO,2021,Venta Directa,S/.,45260,36208,4,NAT,Masculino,Casado,5,0,Febrero
RAIZE,GRIS OSCURO METALICO,2023,Venta Directa,US $,16890,13512,4,JUR,Masculino,Soltero,6,1,Agosto
AVANZA,ROJO MICA METALICO,2022,Venta Directa,US $,18790,15032,4,JUR,Masculino,Soltero,10,,Diciembre
RUSH,BEIGE OSCURO MICA,2022,Venta Directa,US $,23240,18592,4,NAT,Masculino,Casado,6,3,Nobiemvre
HILUX,PLATA METALICO,2024,Venta Directa,US $,40860,32688,4,JUR,Masculino,Soltero,11,5,Mayo
RUSH,BLANCO,2021,Crédito Vehicular MAF,US $,21690,17352,4,NAT,Masculino,Casado,13,6,Octuvre
RUSH,ROJO MICA METALICO,2021,Venta Directa,US $,21890,17512,4,NAT,Masculino,Soltero,6,4,Enero
HILUX,GRIS OSCURO METALICO,2021,Crédito Vehicular MAF,US $,46000,36800,4,JUR,Masculino,Casado,12,2,Octubre
HILUX,PLATA METALICO,2024,Crédito Vehicular MAF,US $,41360,33088,4,NAT,Masculino,Soltero,6,4,Mayo
HILUX,BLANCO,2024,Crédito Vehicular MAF,US $,41360,33088,4,NAT,Masculino,Soltero,0,0,Diciembre
HILUX,ROJO METALICO,2022,Venta Directa,US $,30160,24128,4,JUR,Masculino,Casado,4,1,Julio
AVANZA,GRIS OSCURO METALICO,2021,Venta Directa,US $,20870,16696,4,NAT,Masculino,Casado,5,0,Junio
HILUX,PLATA METALICO,2020,Venta Directa,US $,36400,29120,4,JUR,Femenino,Soltero,6,4,Agosto
HILUX,NEGRO MICA,2020,Venta Directa,US $,41200,32960,4,JUR,Masculino,Soltero,10,2,Octuvre
HILUX,ROJO METALICO,2022,Licitación,S/.,216000,172800,4,JUR,Masculino,,12,3,Enero
COROLLA,ROJO MICA METALICO,2020,Venta Directa,US $,18750,15000,4,NAT,Femenino,Soltero,10,5,Febrero
ETIOS,ROJO MICA METALICO,2021,Crédito Vehicular MAF,US $,11450,9160,4,NAT,Masculino,Soltero,7,3,Marzo
AVANZA,BLANCO,2020,Venta Directa,US $,17000,13600,4,NAT,Masculino,Casado,6,0,Junio
RUSH,PLATA METALICO,2020,Venta Directa,US $,20000,16000,4,NAT,,Casado,12,1,Octubre
AVANZA,ROJO MICA METALICO,2022,Venta Directa,US $,18790,15032,4,NAT,Masculino,Casado,6,3,Octubre
HILUX,NEGRO MICA,2022,Venta Directa,US $,43850,35080,4,JUR,Masculino,Casado,0,1,Diciembre
HILUX,BLANCO,2021,Venta Directa,US $,38700,30960,4,JUR,Femenino,Soltero,2,5,Abril
ETIOS,ROJO MICA METALICO,2021,Crédito Vehicular MAF,US $,11450,9160,4,NAT,Masculino,Casado,5,0,Noviembre
HILUX,BLANCO,2021,Venta Directa,US $,42750,34200,4,JUR,Masculino,,6,4,Octubre
HILUX,BLANCO,2021,Venta Directa,US $,42750,34200,4,JUR,Masculino,,10,2,Julio
HIACE,BLANCO,2021,Venta Directa,US $,43450,34760,4,JUR,Masculino,,12,4,Agosto
RUSH,PLATA METALICO,2021,Venta Directa,US $,20500,16400,4,NAT,Femenino,Soltero,11,3,Diciembre
HILUX,ROJO METALICO,2021,Venta Directa,US $,42500,34000,4,NAT,Femenino,Soltero,7,1,Marso
AVANZA,PLATA METALICO,2021,Venta Directa,US $,18670,14936,4,NAT,Masculino,Casado,6,0,Junio
HILUX,GRIS OSCURO METALICO,2021,Venta Directa,US $,38700,30960,4,JUR,Femenino,Casado,11,4,Mayo
AVANZA,NEGRO METALICO,2019,Venta Directa,US $,17990,14392,4,NAT,Masculino,Casado,6,2,Setiembre
RUSH,PLATA METALICO,2022,Venta Directa,US $,23240,18592,4,NAT,Masculino,Soltero,0,0,Nobiemvre
HILUX,GRIS OSCURO METALICO,2022,Venta Directa,US $,39620,31696,4,JUR,Femenino,Casado,4,5,Diciembre
HILUX,ROJO METALICO,2021,Venta Directa,US $,28090,22472,4,NAT,Masculino,,5,3,Febreo
ETIOS,BLANCO,2024,Venta Directa,US $,13960,11168,4,NAT,Masculino,Casado,6,0,Septiembre
COROLLA,PLATA METALICO,2019,Venta Directa,US $,20800,16640,4,JUR,Masculino,Soltero,10,1,Junio
ETIOS,ROJO SOLIDO,2019,Crédito Vehicular MAF,US $,13900,11120,4,JUR,Masculino,Soltero,12,3,Enero
HILUX,PLATA METALICO,2021,Venta Directa,US $,43000,34400,4,JUR,Masculino,Soltero,0,0,Marzo
HILUX,GRIS OSCURO METALICO,2022,Licitación,S/.,193000,154400,4,JUR,Masculino,Soltero,2,5,Febrero
RUSH,PLATA METALICO,2021,Venta Directa,S/.,88060,70448,4,NAT,Femenino,Soltero,5,6,Agosto
RAV4,ROJO MICA,2021,Venta Directa,US $,29490,23592,4,NAT,Masculino,Soltero,6,4,Diciembre
HILUX,PLATA METALICO,2022,Venta Directa,US $,28950,23160,4,NAT,Femenino,Casado,10,2,Nobiemvre
HILUX,BLANCO,2022,Venta Directa,US $,28950,23160,4,NAT,Masculino,Casado,12,4,Mayo
AVANZA,PLATA VIOLACEO,2022,Venta Directa,US $,18790,15032,4,NAT,Femenino,Soltero,11,3,Octuvre
AVANZA,ROJO MICA METALICO,2022,Venta Directa,US $,18790,15032,4,NAT,Femenino,Soltero,7,1,Enero
ETIOS,PLATA METALICO,2019,Crédito Vehicular MAF,US $,10600,8480,4,NAT,Masculino,Soltero,6,0,Octubre
RUSH,ROJO MICA METALICO,2021,Venta Directa,US $,21690,17352,4,NAT,Masculino,Soltero,12,4,Mayo
RUSH,NEGRO METALICO,2021,Crédito Vehicular MAF,US $,20690,16552,4,NAT,Femenino,Soltero,6,2,Diciembre
RAV4,ROJO MICA,2022,Venta Directa,US $,31090,24872,4,NAT,Femenino,Soltero,0,0,Julio
RAV4,ROJO MICA,2020,Venta Directa,US $,28790,23032,4,NAT,Masculino,Casado,4,5,Junio
HILUX,GRIS OSCURO METALICO,2020,Venta Directa,US $,41500,33200,4,NAT,Femenino,Soltero,5,3,Agosto
RUSH,BLANCO,2020,Venta Directa,S/.,75500,60400,4,NAT,Masculino,Soltero,6,0,Octuvre
HILUX,GRIS OSCURO METALICO,2023,Venta Directa,S/.,15070,12056,4,JUR,Masculino,Soltero,10,1,Junio
HILUX,NEGRO MICA,2022,Venta Directa,US $,39870,31896,4,JUR,Masculino,Casado,12,3,Octubre
SPORTAGE,PLATA,2015,Venta Directa,US $,17890,14312,4,NAT,Femenino,Soltero,15,3,Octubre
ETIOS,ROJO MICA METALICO,2021,Venta Directa,US $,9600,7680,4,NAT,Masculino,Soltero,7,5,Diciembre
AVANZA,GRIS OSCURO METALICO,2020,Crédito Vehicular MAF,US $,17270,13816,4,NAT,Masculino,Soltero,6,0,Abril
YARIS,BLANCO,2022,Crédito Vehicular,US $,16900,13520,4,NAT,Masculino,Casado,12,4,Noviembre
HILUX,GRIS OSCURO METALICO,2019,Venta Directa,US $,35600,28480,4,JUR,Masculino,Soltero,6,2,Octubre
HILUX,BLANCO,2022,Venta Directa,US $,45440,36352,4,NAT,Femenino,Soltero,0,1,Julio
HILUX,PLATA METALICO,2024,Venta Directa,US $,40660,32528,4,JUR,Femenino,Casado,2,3,Agosto
AVANZA,ROJO MICA METALICO,2022,Venta Directa,US $,18790,15032,4,NAT,Masculino,Soltero,5,1,Diciembre
RUSH,PLATA METALICO,2022,Venta Directa,US $,23240,18592,4,NAT,Femenino,Soltero,6,0,Marso
AVANZA,PLATA METALICO,2021,Venta Directa,US $,20770,16616,4,NAT,Femenino,Soltero,10,4,Junio
FORTUNER,PLATA METALICO,2024,Licitación,S/.,265900,212720,4,JUR,Masculino,,12,6,Mayo
FORTUNER,GRIS OSCURO METALICO,2024,Licitación,S/.,265900,212720,4,JUR,Masculino,,11,3,Setiembre
FORTUNER,NEGRO MICA,2024,Licitación,S/.,265900,212720,4,JUR,Masculino,,7,5,Nobiemvre
AVANZA,BLANCO,2022,Venta Directa,S/.,73090,58472,4,NAT,Masculino,Soltero,6,3,Diciembre
ETIOS,ROJO SOLIDO,2020,Venta Directa,S/.,38900,31120,4,NAT,Masculino,Soltero,12,0,Febreo
RAV4,ROJO MICA,2019,Venta Directa,S/.,106170,84936,4,NAT,Femenino,Casado,6,1,Septiembre
NEW ELANTRA,ROJO,2019,Venta Directa,US $,13500,10800,4,NAT,Masculino,Soltero,0,0,Junio
RUSH,NEGRO METALICO,2021,Crédito Vehicular MAF,US $,20690,16552,4,NAT,Masculino,Soltero,4,3,Enero
HILUX,BLANCO,2023,Venta Directa,US $,41060,32848,4,JUR,Masculino,Soltero,5,5,Marzo
AVANZA,GRIS OSCURO METALICO,2022,Crédito Vehicular MAF,US $,20680,16544,4,NAT,Masculino,Casado,10,6,Febrero
RUSH,PLATA METALICO,2022,Venta Directa,US $,22290,17832,4,JUR,Masculino,Soltero,7,4,Agosto
RUSH,ROJO MICA METALICO,2022,Venta Directa,US $,23890,19112,4,NAT,Masculino,Casado,6,2,Diciembre
RUSH,NEGRO METALICO,2022,Venta Directa,US $,22290,17832,4,NAT,Masculino,Soltero,12,4,Nobiemvre
RUSH,BEIGE OSCURO MICA,2020,Venta Directa,US $,21090,16872,4,NAT,Masculino,Soltero,15,3,Mayo
AVANZA,GRIS OSCURO METALICO,2022,Venta Directa,US $,18790,15032,4,NAT,Femenino,Soltero,0,1,Octuvre
RAIZE,TURQUESA,2022,Venta Directa,US $,16290,13032,4,NAT,Masculino,Casado,4,0,Enero
HILUX,PLATA METALICO,2023,Venta Directa,US $,47140,37712,4,JUR,Masculino,Soltero,5,4,Octubre
RAIZE,PLATA METALICO,2022,Venta Directa,US $,15290,12232,4,NAT,Masculino,Casado,6,2,Mayo
HILUX,ROJO METALICO,2022,Venta Directa,US $,28950,23160,4,NAT,Femenino,Casado,10,3,Diciembre
FORTUNER,PLATA METALICO,2022,Venta Directa,US $,53490,42792,4,NAT,Masculino,Soltero,10,5,Julio
AVANZA,PLATA METALICO,2022,Venta Directa,US $,18290,14632,4,NAT,Femenino,Casado,11,3,Junio
ETIOS,BLANCO,2021,Venta Directa,US $,14750,11800,4,NAT,Masculino,Soltero,7,0,Agosto
HILUX,BLANCO,2022,Venta Directa,US $,39670,31736,4,NAT,Masculino,Soltero,6,1,Octuvre
HILUX,BLANCO,2022,Venta Directa,US $,39670,31736,4,NAT,Masculino,Soltero,12,3,Enero
YARIS,GRIS OSCURO METALICO,2022,Crédito Vehicular MAF,US $,13940,11152,4,NAT,Masculino,Soltero,15,3,Febrero
AVANZA,GRIS OSCURO METALICO,2021,Venta Directa,US $,19870,15896,4,NAT,Masculino,Casado,0,0,Marzo
AVANZA,NEGRO METALICO,2019,Venta Directa,US $,18690,14952,4,NAT,Femenino,Soltero,4,0,Junio
RUSH,ROJO MICA METALICO,2024,Venta Directa,US $,21640,17312,4,NAT,Masculino,,5,4,Octubre
HILUX,GRIS OSCURO METALICO,2024,Venta Directa,US $,41360,33088,4,JUR,Masculino,Casado,6,2,Octubre
HILUX,NEGRO MICA,2021,Venta Directa,S/.,155610,124488,4,JUR,Masculino,Soltero,10,4,Diciembre
AGYA,ANARANJADO METALICO,2021,Venta Directa,US $,11610,9288,4,JUR,Masculino,Soltero,12,3,Abril
RUSH,ROJO MICA METALICO,2020,Venta Directa,US $,21590,17272,4,NAT,Masculino,Soltero,10,1,Noviembre
YARIS CROSS,PLATA METALICO,2024,Venta Directa,US $,23190,18552,4,NAT,Masculino,Soltero,2,0,Octubre
HILUX,BLANCO,2022,Licitación,S/.,196000,156800,4,JUR,Masculino,Soltero,6,4,Julio
YARIS,GRIS OSCURO METALICO,2021,Venta Directa,US $,16400,13120,4,NAT,Femenino,Soltero,12,2,Agosto
AVANZA,ROJO MICA METALICO,2022,Venta Directa,S/.,73940,59152,4,NAT,Masculino,Soltero,6,3,Diciembre
HIACE,BLANCO,2022,Venta Directa,US $,45000,36000,4,NAT,Femenino,Soltero,0,0,Marso
AVANZA,NEGRO METALICO,2022,Crédito Vehicular,S/.,70940,56752,4,NAT,Masculino,Casado,2,2,Junio
YARIS,ROJO MICA METALICO,2014,Venta Directa,US $,7000,5600,4,NAT,Masculino,Casado,5,1,Mayo
AVANZA,BLANCO,2020,Venta Directa,US $,17690,14152,4,NAT,Masculino,Soltero,6,1,Setiembre
RUSH,ROJO MICA METALICO,2021,Venta Directa,US $,21690,17352,4,NAT,Masculino,Casado,10,3,Nobiemvre
HILUX,BLANCO,2021,Venta Directa,US $,38700,30960,4,JUR,Masculino,Soltero,12,3,Diciembre
HILUX,BLANCO,2022,Venta Directa,US $,43850,35080,4,NAT,Masculino,Soltero,11,5,Febreo
RUSH,PLATA METALICO,2022,Venta Directa,US $,22290,17832,4,NAT,Masculino,Soltero,7,6,Septiembre
RUSH,ROJO OSCURO MICA,2020,Venta Directa,US $,21000,16800,4,NAT,Masculino,Casado,6,4,Junio
AVANZA,PLATA METALICO,2022,Venta Directa,US $,18790,15032,4,NAT,Masculino,Soltero,12,2,Enero
AVANZA,GRIS OSCURO METALICO,2022,Venta Directa,US $,18790,15032,4,NAT,Masculino,Soltero,0,0,Marzo
HILUX,ROJO METALICO,2021,Venta Directa,US $,38700,30960,4,JUR,Masculino,,0,1,Febrero
RUSH,PLATA METALICO,2019,Venta Directa,S/.,72230,57784,4,NAT,Masculino,Casado,4,1,Agosto
AVANZA,ROJO MICA METALICO,2022,Venta Directa,US $,17790,14232,4,NAT,Masculino,Soltero,5,0,Diciembre
RUSH,NEGRO METALICO,2022,Venta Directa,US $,22090,17672,4,NAT,Femenino,Casado,6,4,Nobiemvre
RUSH,NEGRO METALICO,2022,Venta Directa,US $,23890,19112,4,NAT,Masculino,Casado,10,2,Mayo
RUSH,NEGRO METALICO,2022,Venta Directa,US $,22290,17832,4,NAT,Masculino,Casado,12,3,Octuvre
RUSH,NEGRO METALICO,2022,Venta Directa,US $,22290,17832,4,NAT,Masculino,Soltero,0,0,Enero
RUSH,ROJO MICA METALICO,2024,Crédito Vehicular MAF,US $,23620,18896,4,NAT,Femenino,Soltero,2,3,Octubre
RAV4,BLANCO,2025,Venta Directa,US $,36420,29136,4,NAT,Masculino,Casado,5,0,Mayo
AVANZA,ROJO MICA METALICO,2025,Crédito Vehicular MAF,US $,18970,15176,4,NAT,Femenino,Casado,6,1,Diciembre
RUSH,ROJO MICA METALICO,2024,Venta Directa,S/.,84590,67672,4,NAT,Masculino,Casado,10,3,Julio
RUSH,BLANCO,2022,Venta Directa,US $,22290,17832,4,NAT,Masculino,Soltero,12,3,Junio
RUSH,PLATA METALICO,2022,Venta Directa,US $,22290,17832,4,JUR,Masculino,Casado,4,5,Agosto
RUSH,ROJO MICA METALICO,2021,Venta Directa,US $,22290,17832,4,NAT,Masculino,Soltero,7,0,Octuvre
RUSH,BLANCO,2020,Venta Directa,US $,21740,17392,4,NAT,Masculino,Casado,6,4,Enero
HILUX,GRIS OSCURO METALICO,2022,Venta Directa,US $,39640,31712,4,NAT,Femenino,Soltero,12,2,Febrero
HILUX,BLANCO,2021,Crédito Vehicular,US $,38800,31040,4,NAT,Masculino,Soltero,6,4,Marzo
ETIOS,PLATA METALICO,2021,Crédito Vehicular MAF,US $,12600,10080,4,NAT,Masculino,Soltero,0,0,Junio
HILUX,PLATA METALICO,2020,Venta Directa,US $,40700,32560,4,NAT,Masculino,Soltero,4,1,Octubre
HILUX,PLATA METALICO,2020,Venta Directa,US $,40800,32640,4,JUR,Femenino,Soltero,5,0,Octubre
AVANZA,GRIS OSCURO METALICO,2020,Venta Directa,US $,12910,10328,4,NAT,Masculino,Viudo,6,4,Diciembre
HILUX,GRIS OSCURO METALICO,2021,Venta Directa,US $,43000,34400,4,NAT,Masculino,Soltero,10,2,Abril
RUSH,PLATA METALICO,2021,Venta Directa,US $,23490,18792,4,NAT,Femenino,Soltero,12,3,Noviembre
ETIOS,BLANCO,2022,Crédito Vehicular MAF,US $,13090,10472,4,NAT,Masculino,Soltero,10,5,Octubre
AVANZA,PLATA METALICO,2020,Venta Directa,US $,17000,13600,4,NAT,Masculino,Soltero,7,3,Julio
AVANZA,GRIS OSCURO METALICO,2022,Venta Directa,US $,19070,15256,4,NAT,Masculino,Soltero,6,0,Agosto
ETIOS,PLATA METALICO,2020,Venta Directa,S/.,44750,35800,4,NAT,Femenino,Soltero,12,1,Diciembre
AVANZA,PLATA METALICO,2022,Venta Directa,US $,18790,15032,4,NAT,Masculino,Soltero,6,3,Marso
HILUX,BLANCO,2022,Venta Directa,US $,39870,31896,4,JUR,Masculino,Soltero,0,1,Junio
AVANZA,PLATA METALICO,2022,Venta Directa,US $,18790,15032,4,NAT,Femenino,Soltero,2,5,Mayo
HILUX,BLANCO,2021,Venta Directa,US $,42250,33800,4,NAT,Masculino,Casado,5,,Setiembre
HILUX,GRIS OSCURO METALICO,2021,Venta Directa,US $,28090,22472,4,NAT,Masculino,Casado,6,4,Nobiemvre
HILUX,GRIS OSCURO METALICO,2021,Venta Directa,US $,42500,34000,4,JUR,Femenino,Casado,10,2,Diciembre
HILUX,BLANCO,2021,Venta Directa,US $,38450,30760,4,JUR,Masculino,Soltero,12,4,Febreo
HILUX,BLANCO,2021,Venta Directa,US $,38450,30760,4,JUR,Masculino,Soltero,11,3,Septiembre
RUSH,NEGRO METALICO,2022,Venta Directa,US $,23240,18592,4,NAT,Masculino,Casado,7,1,Junio
AVANZA,PLATA METALICO,2022,Venta Directa,US $,18790,15032,4,NAT,Masculino,Soltero,8,0,Enero
HIACE,BLANCO,2020,Venta Directa,US $,39790,31832,4,NAT,Masculino,Casado,12,4,Marzo
RAIZE,ROJO,2022,Venta Directa,US $,16290,13032,4,NAT,Masculino,Casado,6,2,Febrero
RUSH,ROJO MICA METALICO,2022,Venta Directa,S/.,85060,68048,4,NAT,Femenino,Casado,0,0,Agosto
COROLLA,BLANCO PERLA,2020,Venta Directa,US $,20500,16400,4,NAT,Masculino,Soltero,4,5,Diciembre
AVANZA,GRIS OSCURO METALICO,2020,Venta Directa,US $,17000,13600,4,NAT,Femenino,Soltero,5,3,Nobiemvre
HILUX,BLANCO,2020,Venta Directa,US $,27450,21960,4,JUR,Masculino,Casado,10,0,Mayo
RUSH,BLANCO,2020,Venta Directa,S/.,73910,59128,4,NAT,Masculino,Casado,7,1,Octuvre
RUSH,BLANCO,2021,Venta Directa,US $,23290,18632,4,NAT,Masculino,Casado,6,3,Enero
HILUX,BLANCO,2021,Crédito Vehicular MAF,US $,39660,31728,4,NAT,Masculino,Soltero,12,3,Octubre
AVANZA,PLATA METALICO,2019,Venta Directa,US $,18800,15040,4,NAT,Masculino,Casado,6,5,Mayo
HILUX,GRIS OSCURO METALICO,2019,Venta Directa,S/.,129590,103672,4,JUR,Masculino,Soltero,0,0,Diciembre
HILUX,GRIS OSCURO METALICO,2023,Venta Directa,US $,47290,37832,4,NAT,Masculino,Soltero,15,4,Julio
HILUX,BLANCO,2021,Venta Directa,US $,42450,33960,4,JUR,Masculino,Soltero,5,2,Junio
RUSH,ROJO OSCURO MICA,2019,Venta Directa,US $,20890,16712,4,NAT,Masculino,Casado,6,4,Enero
HILUX,BLANCO,2022,Venta Directa,US $,43850,35080,4,JUR,Masculino,Soltero,10,3,Febrero
HILUX,BLANCO,2022,Venta Directa,US $,43850,35080,4,NAT,Femenino,Soltero,12,1,Marzo
RUSH,ROJO MICA METALICO,2021,Venta Directa,US $,21790,17432,4,NAT,Masculino,Casado,11,0,Junio
HILUX,GRIS OSCURO METALICO,2021,Venta Directa,US $,43000,34400,4,JUR,Femenino,Soltero,13,4,Octubre
HILUX,BLANCO,2022,Venta Directa,US $,39870,31896,4,NAT,Masculino,Soltero,6,2,Octubre
HILUX,GRIS OSCURO METALICO,2024,Venta Directa,S/.,160470,128376,4,NAT,Masculino,Soltero,12,3,Diciembre
HILUX,PLATA METALICO,2022,Venta Directa,US $,39640,31712,4,JUR,Femenino,Soltero,6,5,Abril
HILUX,GRIS OSCURO METALICO,2022,Venta Directa,US $,39640,31712,4,JUR,Femenino,Soltero,0,0,Noviembre
RUSH,ROJO MICA METALICO,2021,Venta Directa,US $,23490,18792,4,NAT,Masculino,Casado,4,0,Octubre
ETIOS,NEGRO MICA,2020,Venta Directa,S/.,48500,38800,4,NAT,Masculino,Soltero,5,1,Julio
RUSH,PLATA METALICO,2021,Venta Directa,US $,21690,17352,4,NAT,Masculino,Soltero,6,3,Agosto
HILUX,BLANCO,2021,Crédito Vehicular MAF,US $,39100,31280,4,JUR,Femenino,Soltero,10,3,Diciembre
AVANZA,PLATA METALICO,2019,Venta Directa,US $,16990,13592,4,NAT,Masculino,Casado,12,5,Marso
AVANZA,GRIS OSCURO METALICO,2021,Venta Directa,US $,18700,14960,4,JUR,Masculino,Soltero,10,6,Junio
RUSH,PLATA METALICO,2022,Venta Directa,US $,22290,17832,4,NAT,Masculino,Soltero,7,4,Mayo
AVANZA,PLATA METALICO,2022,Venta Directa,US $,18790,15032,4,NAT,Masculino,Soltero,6,2,Setiembre
HILUX,BLANCO,2021,Crédito Vehicular MAF,US $,45500,36400,4,JUR,Masculino,Soltero,12,4,Nobiemvre
AGYA,ANARANJADO METALICO,2020,Venta Directa,US $,11350,9080,4,JUR,Masculino,Soltero,6,3,Diciembre
HILUX,BLANCO,2021,Venta Directa,US $,38700,30960,4,JUR,Femenino,Soltero,0,1,Febreo
ETIOS,ROJO MICA METALICO,2023,Venta Directa,US $,15220,12176,4,NAT,Masculino,Soltero,2,0,Septiembre
RUSH,ROJO MICA METALICO,2021,Venta Directa,US $,21690,17352,4,NAT,Masculino,Casado,5,4,Junio
HILUX,BLANCO,2022,Venta Directa,US $,39400,31520,4,NAT,Masculino,Soltero,6,2,Enero
HILUX,BLANCO,2022,Venta Directa,US $,43850,35080,4,NAT,Masculino,Soltero,10,3,Marzo
HILUX,NEGRO MICA,2022,Venta Directa,US $,43850,35080,4,JUR,Masculino,Soltero,12,5,Febrero
RUSH,BEIGE OSCURO MICA,2019,Venta Directa,US $,21390,17112,4,NAT,Masculino,Casado,11,3,Agosto
HILUX,BLANCO,2022,Venta Directa,US $,42550,34040,4,JUR,Masculino,Soltero,7,0,Diciembre
HILUX,BLANCO,2021,Venta Directa,US $,38600,30880,4,JUR,Femenino,Soltero,6,1,Nobiemvre
RAV4,PLATA METALICO,2020,Venta Directa,US $,26000,20800,4,NAT,Masculino,Casado,12,3,Mayo
RAIZE,NEGRO,2021,Venta Directa,US $,15090,12072,4,NAT,Masculino,Soltero,6,3,Octuvre
FORTUNER,BLANCO,2022,Venta Directa,US $,53490,42792,4,JUR,Masculino,Soltero,0,0,Enero
RUSH,BLANCO,2021,Venta Directa,S/.,97240,77792,4,NAT,Masculino,Soltero,4,0,Octubre
HILUX,BLANCO,2022,Venta Directa,US $,25000,20000,4,JUR,Masculino,Soltero,5,4,Mayo
RUSH,BLANCO,2020,Venta Directa,US $,21050,16840,4,NAT,Masculino,Casado,6,2,Diciembre
RUSH,NEGRO METALICO,2021,Venta Directa,US $,21690,17352,4,JUR,Masculino,Divorciado,10,4,Julio
HILUX,BLANCO,2021,Venta Directa,US $,38700,30960,4,JUR,Masculino,Soltero,12,3,Junio
HILUX,BLANCO,2021,Venta Directa,US $,38700,30960,4,JUR,Masculino,Casado,0,1,Agosto
ETIOS,GRIS OSCURO METALICO,2021,Crédito Vehicular MAF,US $,10990,8792,4,NAT,Masculino,Soltero,2,0,Octuvre
HILUX,BLANCO,2021,Venta Directa,US $,42500,34000,4,JUR,Masculino,Soltero,5,4,Junio
HILUX,BLANCO,2021,Venta Directa,US $,42500,34000,4,JUR,Masculino,Soltero,6,2,Octubre
HILUX,NEGRO MICA,2021,Venta Directa,US $,38700,30960,4,NAT,Femenino,Soltero,10,3,Octubre
AVANZA,GRIS OSCURO METALICO,2020,Venta Directa,US $,19200,15360,4,NAT,Masculino,Casado,12,5,Diciembre
AVANZA,ROJO MICA METALICO,2022,Venta Directa,US $,18790,15032,4,NAT,Masculino,Casado,11,3,Abril
