Raza,Sexo,Peso,Largo,Cintura,Color,Talla,Edad,Reporte,Equipo,Fecha,Error,Tiempo
peruano,hembra,902.76,29,18,negro,gordo,49,Ser. No.: 6543BF2-X - Date: 2024-05-08 13:34:25.643 - Status: OK,1,2024-05-08T18:34:25Z,FALSE,1.5708666642506917
peruano,hembra,805.26,NA,18,blanco,sano,22,Ser. No.: 6543BF2-X - Date: 2024-05-08 13:35:40.865 - Status: OK,1,2024-05-08T18:35:40Z,FALSE,1.2537000020345053
abisinio,macho,536.17,26,15,negro,sano,54,Ser. No.: 6543BF2-X - Date: 2024-05-08 13:36:18.333 - Status: OK,1,2024-05-08T18:36:18Z,FALSE,0.6244666655858357
peruano,macho,855.49,26,21,blanco,sano,59,Ser. No.: 6543BF2-X - Date: 2024-05-08 13:36:37.326 - Status: OK,1,2024-05-08T18:36:37Z,FALSE,0.3165500005086263
abisinio,macho,711.51,20,18,gris,sano,66,Ser. No.: 6543BF2-X - Date: 2024-05-08 13:37:44.648 - Status: OK,1,2024-05-08T18:37:44Z,FALSE,1.1220333337783814
andino,macho,844.01,24,NA,marrón,NA,38,Ser. No.: 6543BF2-X - Date: 2024-05-08 13:39:03.784 - Status: OK,1,2024-05-08T18:39:03Z,FALSE,1.3189333319664
andino,macho,663.08,30,NA,negro,NA,15,Ser. No.: 6543BF2-X - Date: 2024-05-08 13:43:13.264 - Status: OK,1,2024-05-08T18:43:13Z,FALSE,4.158000000317892
andino,macho,984.14,NA,NA,rojizo,NA,38,Ser. No.: 6543BF2-X - Date: 2024-05-08 13:45:49.063 - Status: OK,1,2024-05-08T18:45:49Z,FALSE,2.5966500004132587
peruano,hembra,740.62,31,18,blanco,sano,46,Ser. No.: 6543BF2-X - Date: 2024-05-08 13:47:06.16 - Status: OK,1,2024-05-08T18:47:06Z,FALSE,1.2849500020345053
peruano,hembra,584.02,25,NA,pintado,NA,44,Ser. No.: 6543BF2-X - Date: 2024-05-08 13:47:22.924 - Status: OK,1,2024-05-08T18:47:22Z,FALSE,0.2793999989827474
peruano,macho,829.19,25,19,pintado,sano,21,Ser. No.: 6543BF2-X - Date: 2024-05-08 13:48:46.672 - Status: OK,1,2024-05-08T18:48:46Z,FALSE,1.395799998442332
andino,macho,860.03,25,19,tricolor,sano,50,Ser. No.: 6543BF2-X - Date: 2024-05-08 13:53:04.395 - Status: OK,1,2024-05-08T18:53:04Z,FALSE,4.295383334159851
peruano,macho,911.5,28,NA,negro,NA,42,Ser. No.: 6543BF2-X - Date: 2024-05-08 14:08:11.177 - Status: OK,1,2024-05-08T19:08:11Z,FALSE,15.113033334414164
peruano,macho,670.39,32,19,blanco,sano,55,Ser. No.: 6543BF2-X - Date: 2024-05-08 14:10:41.959 - Status: OK,1,2024-05-08T19:10:41Z,FALSE,2.5130333344141644
peruano,hembra,800.65,23,17,negro,gordo,21,Ser. No.: 6543BF2-X - Date: 2024-05-08 14:11:29.161 - Status: OK,1,2024-05-08T19:11:29Z,FALSE,0.7866999983787537
rex,macho,582.63,NA,18,pintado,sano,50,Ser. No.: 6543BF2-X - Date: 2024-05-08 14:12:11.859 - Status: OK,1,2024-05-08T19:12:11Z,FALSE,0.7116333325703939
peruano,hembra,448.09,NA,18,blanco,flaco,35,Ser. No.: 6543BF2-X - Date: 2024-05-08 14:12:17.54 - Status: OK,1,2024-05-08T19:12:17Z,FALSE,0.0946833332379659
peruano,hembra,743.58,28,16,blanco,gordo,24,Ser. No.: 6543BF2-X - Date: 2024-05-08 14:18:18.541 - Status: OK,1,2024-05-08T19:18:18Z,FALSE,6.0166833321253455
peruano,macho,656.87,NA,NA,pintado,NA,21,Ser. No.: 6543BF2-X - Date: 2024-05-08 14:18:22.318 - Status: OK,1,2024-05-08T19:18:22Z,FALSE,0.06295000314712525
peruano,macho,811.94,NA,NA,blanco,NA,33,Ser. No.: 6543BF2-X - Date: 2024-05-08 14:19:02.557 - Status: OK,1,2024-05-08T19:19:02Z,FALSE,0.6706499973932902
andino,macho,770.88,23,NA,negro,NA,35,Ser. No.: 6543BF2-X - Date: 2024-05-08 14:20:24.057 - Status: OK,1,2024-05-08T19:20:24Z,FALSE,1.3583333333333334
peruano,hembra,801.83,27,NA,negro,NA,16,Ser. No.: 6543BF2-X - Date: 2024-05-08 14:22:19.971 - Status: OK,1,2024-05-08T19:22:19Z,FALSE,1.931900000572205
peruano,macho,742.79,26,20,blanco,sano,17,Ser. No.: 6543BF2-X - Date: 2024-05-08 14:25:55.749 - Status: OK,1,2024-05-08T19:25:55Z,FALSE,3.5963000019391376
peruano,hembra,NA,NA,16,blanco,NA,13,Ser. No.: 6543BF2-X - Date: 2024-05-08 14:27:50.111 - Status: OK,1,2024-05-08T19:27:50Z,FALSE,1.9060333331425985
peruano,hembra,655.91,21,NA,negro,NA,57,Ser. No.: 6543BF2-X - Date: 2024-05-08 14:29:52.749 - Status: OK,1,2024-05-08T19:29:52Z,FALSE,2.0439666668574015
andino,macho,799.86,26,17,rojizo,gordo,33,Ser. No.: 6543BF2-X - Date: 2024-05-08 14:32:37.914 - Status: OK,1,2024-05-08T19:32:37Z,FALSE,2.7527499993642173
híbrido,hembra,604.67,22,16,tricolor,sano,22,Ser. No.: 6543BF2-X - Date: 2024-05-08 14:34:24.543 - Status: OK,1,2024-05-08T19:34:24Z,FALSE,1.777149999141693
híbrido,macho,1067.1,36,19,tricolor,gordo,35,Ser. No.: 6543BF2-X - Date: 2024-05-08 14:35:51.827 - Status: OK,1,2024-05-08T19:35:51Z,FALSE,1.4547333319981892
peruano,hembra,621.46,30,17,negro,sano,40,Ser. No.: 6543BF2-X - Date: 2024-05-08 14:38:54.462 - Status: OK,1,2024-05-08T19:38:54Z,FALSE,3.043916666507721
andino,macho,674.73,25,18,negro,sano,29,Ser. No.: 6543BF2-X - Date: 2024-05-08 14:53:29.037 - Status: OK,1,2024-05-08T19:53:29Z,FALSE,14.576250000794728
peruano,macho,844.19,24,NA,blanco,NA,30,Ser. No.: 6543BF2-X - Date: 2024-05-08 14:54:21.045 - Status: OK,1,2024-05-08T19:54:21Z,FALSE,0.8668000022570292
andino,macho,735.45,NA,18,blanco,sano,64,Ser. No.: 6543BF2-X - Date: 2024-05-08 14:59:54.285 - Status: OK,1,2024-05-08T19:59:54Z,FALSE,5.554000000158946
andino,macho,697.55,24,19,marrón,sano,41,Ser. No.: 6543BF2-X - Date: 2024-05-08 15:03:03.216 - Status: OK,1,2024-05-08T20:03:03Z,FALSE,3.1488499999046327
peruano,macho,NA,25,20,blanco,NA,40,Ser. No.: 6543BF2-X - Date: 2024-05-08 15:05:44.611 - Status: OK,1,2024-05-08T20:05:44Z,FALSE,2.689916666348775
peruano,hembra,738.79,31,19,negro,sano,34,Ser. No.: 6543BF2-X - Date: 2024-05-08 15:06:32.757 - Status: OK,1,2024-05-08T20:06:32Z,FALSE,0.8024333318074545
híbrido,macho,955.45,33,20,blanco,sano,25,Ser. No.: 6543BF2-X - Date: 2024-05-08 15:08:07.515 - Status: OK,1,2024-05-08T20:08:07Z,FALSE,1.5793000022570292
peruano,hembra,664.2,27,17,negro,sano,37,Ser. No.: 6543BF2-X - Date: 2024-05-08 15:08:29.006 - Status: OK,1,2024-05-08T20:08:29Z,FALSE,0.3581833322842916
peruano,macho,NA,NA,18,blanco,NA,53,Ser. No.: 6543BF2-X - Date: 2024-05-08 15:08:31.638 - Status: OK,1,2024-05-08T20:08:31Z,FALSE,0.04386666615804036
peruano,macho,929.84,31,21,blanco,sano,48,Ser. No.: 6543BF2-X - Date: 2024-05-08 15:09:44.11 - Status: OK,1,2024-05-08T20:09:44Z,FALSE,1.207866664727529
andino,hembra,NA,21,NA,negro,NA,62,Ser. No.: 6543BF2-X - Date: 2024-05-08 15:13:31.141 - Status: OK,1,2024-05-08T20:13:31Z,FALSE,3.783850002288818
peruano,macho,1158.95,31,20,pintado,gordo,39,Ser. No.: 6543BF2-X - Date: 2024-05-08 15:13:33.667 - Status: OK,1,2024-05-08T20:13:33Z,FALSE,0.04210000038146973
peruano,macho,984.09,31,NA,marrón,NA,45,Ser. No.: 6543BF2-X - Date: 2024-05-08 15:16:48.009 - Status: OK,1,2024-05-08T20:16:48Z,FALSE,3.23903333346049
peruano,hembra,750.5,28,19,negro,sano,38,Ser. No.: 6543BF2-X - Date: 2024-05-08 15:19:51.846 - Status: OK,1,2024-05-08T20:19:51Z,FALSE,3.0639499982198077
andino,macho,763.94,28,18,blanco,sano,46,Ser. No.: 6543BF2-X - Date: 2024-05-08 15:21:58.925 - Status: OK,1,2024-05-08T20:21:58Z,FALSE,2.117983333269755
híbrido,macho,1072.03,21,20,pintado,gordo,20,Ser. No.: 6543BF2-X - Date: 2024-05-08 15:23:39.299 - Status: OK,1,2024-05-08T20:23:39Z,FALSE,1.6729000012079875
híbrido,macho,449.66,27,NA,tricolor,NA,52,Ser. No.: 6543BF2-X - Date: 2024-05-08 15:24:43.441 - Status: OK,1,2024-05-08T20:24:43Z,FALSE,1.0690333326657613
peruano,hembra,614.38,23,NA,blanco,NA,58,Ser. No.: 6543BF2-X - Date: 2024-05-08 15:25:13.328 - Status: OK,1,2024-05-08T20:25:13Z,FALSE,0.498116668065389
abisinio,macho,NA,21,NA,gris,NA,40,Ser. No.: 6543BF2-X - Date: 2024-05-08 15:25:56.216 - Status: OK,1,2024-05-08T20:25:56Z,FALSE,0.7148000001907349
andino,macho,790.46,30,NA,blanco,NA,11,Ser. No.: 6543BF2-X - Date: 2024-05-08 15:28:30.202 - Status: OK,1,2024-05-08T20:28:30Z,FALSE,2.566433330376943
peruano,macho,753.08,NA,NA,negro,NA,39,Ser. No.: 6543BF2-X - Date: 2024-05-08 15:28:35.817 - Status: OK,1,2024-05-08T20:28:35Z,FALSE,0.09358333349227906
abisinio,macho,692.67,24,16,marrón oscuro,gordo,20,Ser. No.: 6543BF2-X - Date: 2024-05-08 15:29:45.725 - Status: OK,1,2024-05-08T20:29:45Z,FALSE,1.1651333332061768
abisinio,macho,588.51,20,NA,negro,NA,35,Ser. No.: 6543BF2-X - Date: 2024-05-08 15:48:06.331 - Status: OK,1,2024-05-08T20:48:06Z,FALSE,18.34343333641688
peruano,hembra,570.82,22,17,blanco,sano,19,Ser. No.: 6543BF2-X - Date: 2024-05-08 15:50:36.357 - Status: OK,1,2024-05-08T20:50:36Z,FALSE,2.500433333714803
peruano,macho,NA,NA,21,blanco,NA,52,Ser. No.: 6543BF2-X - Date: 2024-05-08 15:54:42.858 - Status: OK,1,2024-05-08T20:54:42Z,FALSE,4.108349998792012
andino,macho,766.19,21,17,blanco,gordo,22,Ser. No.: 6543BF2-X - Date: 2024-05-08 15:55:27.335 - Status: OK,1,2024-05-08T20:55:27Z,FALSE,0.7412833333015442
peruano,hembra,714.76,27,19,negro,sano,24,Ser. No.: 6543BF2-X - Date: 2024-05-08 15:55:41.277 - Status: OK,1,2024-05-08T20:55:41Z,FALSE,0.23236666520436605
peruano,macho,800.29,31,20,pintado,sano,35,Ser. No.: 6543BF2-X - Date: 2024-05-08 15:58:12.698 - Status: OK,1,2024-05-08T20:58:12Z,FALSE,2.5236833333969115
andino,macho,845.91,NA,17,marrón,gordo,41,Ser. No.: 6543BF2-X - Date: 2024-05-08 16:02:17.827 - Status: OK,1,2024-05-08T21:02:17Z,FALSE,4.085483332475026
andino,macho,698.66,24,NA,negro,NA,57,Ser. No.: 6543BF2-X - Date: 2024-05-08 16:03:25.405 - Status: OK,1,2024-05-08T21:03:25Z,FALSE,1.126300001144409
peruano,hembra,NA,27,18,blanco,NA,59,Ser. No.: 6543BF2-X - Date: 2024-05-08 16:11:49.071 - Status: OK,1,2024-05-08T21:11:49Z,FALSE,8.394433335463207
híbrido,macho,800.25,36,NA,pintado,NA,57,Ser. No.: 6543BF2-X - Date: 2024-05-08 16:13:11.991 - Status: OK,1,2024-05-08T21:13:11Z,FALSE,1.3819999972979229
andino,hembra,803.26,22,18,blanco,sano,60,Ser. No.: 6543BF2-X - Date: 2024-05-08 16:15:03.168 - Status: OK,1,2024-05-08T21:15:03Z,FALSE,1.8529500007629391
peruano,hembra,661.34,23,20,negro,sano,58,Ser. No.: 6543BF2-X - Date: 2024-05-08 16:19:48.622 - Status: OK,1,2024-05-08T21:19:48Z,FALSE,4.757566666603088
andino,macho,NA,NA,17,blanco,NA,28,Ser. No.: 6543BF2-X - Date: 2024-05-08 16:22:33.986 - Status: OK,1,2024-05-08T21:22:33Z,FALSE,2.7560666680335997
peruano,macho,794.74,28,NA,marrón,NA,55,Ser. No.: 6543BF2-X - Date: 2024-05-08 16:23:17.081 - Status: OK,1,2024-05-08T21:23:17Z,FALSE,0.7182500004768372
peruano,macho,874.7,30,20,blanco,sano,42,Ser. No.: 6543BF2-X - Date: 2024-05-08 16:23:31.554 - Status: OK,1,2024-05-08T21:23:31Z,FALSE,0.24121666351954144
abisinio,macho,NA,23,18,pintado,NA,17,Ser. No.: 6543BF2-X - Date: 2024-05-08 16:24:07.99 - Status: OK,1,2024-05-08T21:24:07Z,FALSE,0.6072666684786479
peruano,macho,645.8,30,19,blanco,sano,38,Ser. No.: 6543BF2-X - Date: 2024-05-08 16:32:37.361 - Status: OK,1,2024-05-08T21:32:37Z,FALSE,8.489516667524974
andino,macho,776.61,28,NA,blanco,NA,50,Ser. No.: 6543BF2-X - Date: 2024-05-08 16:32:40.175 - Status: OK,1,2024-05-08T21:32:40Z,FALSE,0.0468999981880188
americano,hembra,762.62,29,17,negro,sano,24,Ser. No.: 6543BF2-X - Date: 2024-05-08 16:35:59.803 - Status: OK,1,2024-05-08T21:35:59Z,FALSE,3.327133333683014
peruano,hembra,NA,NA,17,marrón,NA,48,Ser. No.: 6543BF2-X - Date: 2024-05-08 16:38:00.832 - Status: OK,1,2024-05-08T21:38:00Z,FALSE,2.0171500007311503
peruano,macho,856.13,33,19,pintado,sano,24,Ser. No.: 6543BF2-X - Date: 2024-05-08 16:38:20.269 - Status: OK,1,2024-05-08T21:38:20Z,FALSE,0.32395000060399376
peruano,hembra,640.17,27,NA,blanco,NA,52,Ser. No.: 6543BF2-X - Date: 2024-05-08 16:42:57.99 - Status: OK,1,2024-05-08T21:42:57Z,FALSE,4.628683332602183
peruano,hembra,675.81,NA,18,negro,sano,40,Ser. No.: 6543BF2-X - Date: 2024-05-08 16:45:24.851 - Status: OK,1,2024-05-08T21:45:24Z,FALSE,2.447683334350586
andino,macho,910.1,30,19,blanco,gordo,19,Ser. No.: 6543BF2-X - Date: 2024-05-08 16:51:05.651 - Status: OK,1,2024-05-08T21:51:05Z,FALSE,5.679999999205271
andino,macho,877.27,NA,18,negro,gordo,34,Ser. No.: 6543BF2-X - Date: 2024-05-08 16:52:46.958 - Status: OK,1,2024-05-08T21:52:46Z,FALSE,1.688449998696645
peruano,macho,848.1,24,NA,negro,NA,41,Ser. No.: 6543BF2-X - Date: 2024-05-08 16:52:55.963 - Status: OK,1,2024-05-08T21:52:55Z,FALSE,0.15008333524068196
peruano,macho,1029.6,23,20,negro,gordo,57,Ser. No.: 6543BF2-X - Date: 2024-05-08 16:54:25.019 - Status: OK,1,2024-05-08T21:54:25Z,FALSE,1.4842666665712991
peruano,macho,720,21,20,pintado,sano,49,Ser. No.: 6543BF2-X - Date: 2024-05-08 16:57:04.949 - Status: OK,1,2024-05-08T21:57:04Z,FALSE,2.6654999971389772
andino,hembra,737.99,NA,16,tricolor,gordo,31,Ser. No.: 6543BF2-X - Date: 2024-05-08 16:59:44.114 - Status: OK,1,2024-05-08T21:59:44Z,FALSE,2.65275000333786
abisinio,macho,NA,20,NA,marrón oscuro,NA,62,Ser. No.: 6543BF2-X - Date: 2024-05-08 17:00:54.22 - Status: OK,1,2024-05-08T22:00:54Z,FALSE,1.1684333324432372
peruano,hembra,734.83,31,18,negro,sano,63,Ser. No.: 6543BF2-X - Date: 2024-05-08 17:01:45.798 - Status: OK,1,2024-05-08T22:01:45Z,FALSE,0.8596333344777425
andino,macho,999,NA,19,negro,gordo,43,Ser. No.: 6543BF2-X - Date: 2024-05-08 17:02:06.268 - Status: OK,1,2024-05-08T22:02:06Z,FALSE,0.34116666316986083
andino,macho,969.16,19,19,negro,gordo,60,Ser. No.: 6543BF2-X - Date: 2024-05-08 17:05:55.433 - Status: OK,1,2024-05-08T22:05:55Z,FALSE,3.819416670004527
peruano,hembra,712.66,27,18,negro,sano,22,Ser. No.: 6543BF2-X - Date: 2024-05-08 17:12:30.7 - Status: OK,1,2024-05-08T22:12:30Z,FALSE,6.5877833326657615
peruano,macho,752.7,25,20,marrón,sano,41,Ser. No.: 6543BF2-X - Date: 2024-05-08 17:13:03.574 - Status: OK,1,2024-05-08T22:13:03Z,FALSE,0.5478999972343445
peruano,macho,895.49,28,19,marrón,sano,51,Ser. No.: 6543BF2-X - Date: 2024-05-08 17:18:05.065 - Status: OK,1,2024-05-08T22:18:05Z,FALSE,5.024850002924601
peruano,macho,801.65,20,20,marrón,sano,45,Ser. No.: 6543BF2-X - Date: 2024-05-08 17:19:11.903 - Status: OK,1,2024-05-08T22:19:11Z,FALSE,1.11396666765213
peruano,hembra,732.92,24,16,negro,gordo,13,Ser. No.: 6543BF2-X - Date: 2024-05-08 17:20:28.305 - Status: OK,1,2024-05-08T22:20:28Z,FALSE,1.273366665840149
híbrido,hembra,759.27,20,17,tricolor,sano,37,Ser. No.: 6543BF2-X - Date: 2024-05-08 17:23:08.745 - Status: OK,1,2024-05-08T22:23:08Z,FALSE,2.673999996980031
peruano,macho,NA,25,20,marrón,NA,24,Ser. No.: 6543BF2-X - Date: 2024-05-08 17:25:29.771 - Status: OK,1,2024-05-08T22:25:29Z,FALSE,2.350433333714803
peruano,hembra,579.74,NA,17,negro,sano,22,Ser. No.: 6543BF2-X - Date: 2024-05-08 17:25:59.301 - Status: OK,1,2024-05-08T22:25:59Z,FALSE,0.4921666701634725
abisinio,macho,567.63,23,NA,negro,NA,59,Ser. No.: 6543BF2-X - Date: 2024-05-08 17:27:27.667 - Status: OK,1,2024-05-08T22:27:27Z,FALSE,1.4727666656176248
andino,macho,759.39,27,19,negro,sano,18,Ser. No.: 6543BF2-X - Date: 2024-05-08 17:28:10.365 - Status: OK,1,2024-05-08T22:28:10Z,FALSE,0.7116333325703939
peruano,macho,1038.32,23,20,blanco,gordo,31,Ser. No.: 6543BF2-X - Date: 2024-05-08 17:28:15.363 - Status: OK,1,2024-05-08T22:28:15Z,FALSE,0.08329999844233195
peruano,hembra,865.29,23,NA,negro,NA,40,Ser. No.: 6543BF2-X - Date: 2024-05-08 17:28:49.659 - Status: OK,1,2024-05-08T22:28:49Z,FALSE,0.5716000000635783
peruano,macho,NA,28,19,negro,NA,54,Ser. No.: 6543BF2-X - Date: 2024-05-08 17:28:49.679 - Status: OK,1,2024-05-08T22:28:49Z,FALSE,3.333330154418945e-4
abisinio,macho,NA,19,16,negro,NA,43,Ser. No.: 6543BF2-X - Date: 2024-05-08 17:30:47.368 - Status: OK,1,2024-05-08T22:30:47Z,FALSE,1.9614833354949952
andino,macho,810.42,28,NA,negro,NA,23,Ser. No.: 6543BF2-X - Date: 2024-05-08 17:31:11.493 - Status: OK,1,2024-05-08T22:31:11Z,FALSE,0.40208333333333335
híbrido,hembra,1532.28,39,NA,tricolor,NA,13,Ser. No.: 6543BF2-X - Date: 2024-05-08 17:35:11.591 - Status: OK,1,2024-05-08T22:35:11Z,FALSE,4.001633334159851
peruano,macho,698.02,31,19,negro,sano,12,Ser. No.: 6543BF2-X - Date: 2024-05-08 17:41:33.92 - Status: OK,1,2024-05-08T22:41:33Z,FALSE,6.372149999936422
americano,macho,701.4,25,20,tricolor,sano,23,Ser. No.: 6543BF2-X - Date: 2024-05-08 17:41:52.304 - Status: OK,1,2024-05-08T22:41:52Z,FALSE,0.3063999970753988
andino,macho,764.89,29,NA,negro,NA,29,Ser. No.: 6543BF2-X - Date: 2024-05-08 17:43:28.771 - Status: OK,1,2024-05-08T22:43:28Z,FALSE,1.6077833334604898
peruano,macho,NA,27,19,blanco,NA,25,Ser. No.: 6543BF2-X - Date: 2024-05-08 17:46:48.51 - Status: OK,1,2024-05-08T22:46:48Z,FALSE,3.328983334700266
peruano,macho,718.24,23,NA,blanco,NA,63,Ser. No.: 6543BF2-X - Date: 2024-05-08 17:48:33.308 - Status: OK,1,2024-05-08T22:48:33Z,FALSE,1.7466333349545795
peruano,hembra,789.54,25,18,blanco,sano,44,Ser. No.: 6543BF2-X - Date: 2024-05-08 17:50:44.16 - Status: OK,1,2024-05-08T22:50:44Z,FALSE,2.1808666666348775
peruano,hembra,563.46,24,NA,blanco,NA,41,Ser. No.: 6543BF2-X - Date: 2024-05-08 17:51:26.816 - Status: OK,1,2024-05-08T22:51:26Z,FALSE,0.7109333316485087
peruano,macho,985.9,25,19,marrón,gordo,27,Ser. No.: 6543BF2-X - Date: 2024-05-08 17:52:16.02 - Status: OK,1,2024-05-08T22:52:16Z,FALSE,0.8200666666030884
abisinio,macho,NA,24,NA,negro,NA,25,Ser. No.: 6543BF2-X - Date: 2024-05-08 17:55:13.976 - Status: OK,1,2024-05-08T22:55:13Z,FALSE,2.9659333348274233
híbrido,macho,NA,35,16,tricolor,NA,15,Ser. No.: 6543BF2-X - Date: 2024-05-08 17:57:15.316 - Status: OK,1,2024-05-08T22:57:15Z,FALSE,2.022333331902822
peruano,hembra,NA,26,19,marrón,NA,36,Ser. No.: 6543BF2-X - Date: 2024-05-08 17:59:01.265 - Status: OK,1,2024-05-08T22:59:01Z,FALSE,1.7658166686693828
híbrido,macho,1502.49,22,23,pintado,gordo,22,Ser. No.: 6543BF2-X - Date: 2024-05-08 18:01:05.72 - Status: OK,1,2024-05-08T23:01:05Z,FALSE,2.074249998728434
peruano,hembra,831.66,NA,NA,negro,NA,32,Ser. No.: 6543BF2-X - Date: 2024-05-08 18:03:21.927 - Status: OK,1,2024-05-08T23:03:21Z,FALSE,2.270116666952769
peruano,hembra,NA,NA,NA,blanco,NA,52,Ser. No.: 6543BF2-X - Date: 2024-05-08 18:05:28.23 - Status: OK,1,2024-05-08T23:05:28Z,FALSE,2.105049999554952
peruano,hembra,589.55,25,NA,pintado,NA,21,Ser. No.: 6543BF2-X - Date: 2024-05-08 18:09:48.588 - Status: OK,1,2024-05-08T23:09:48Z,FALSE,4.339300000667572
peruano,macho,834.2,26,NA,blanco,NA,40,Ser. No.: 6543BF2-X - Date: 2024-05-08 18:11:19.94 - Status: OK,1,2024-05-08T23:11:19Z,FALSE,1.5225333333015445
peruano,macho,870.16,29,NA,marrón,NA,39,Ser. No.: 6543BF2-X - Date: 2024-05-08 18:12:57.861 - Status: OK,1,2024-05-08T23:12:57Z,FALSE,1.632016666730245
peruano,macho,865.2,29,NA,negro,NA,39,Ser. No.: 6543BF2-X - Date: 2024-05-08 18:13:31.304 - Status: OK,1,2024-05-08T23:13:31Z,FALSE,0.5573833306630452
andino,macho,791.23,27,18,blanco,sano,32,Ser. No.: 6543BF2-X - Date: 2024-05-08 18:18:07.057 - Status: OK,1,2024-05-08T23:18:07Z,FALSE,4.595883333683014
peruano,macho,NA,31,18,marrón,NA,40,Ser. No.: 6543BF2-X - Date: 2024-05-08 18:20:34.836 - Status: OK,1,2024-05-08T23:20:34Z,FALSE,2.4629833340644836
andino,hembra,761.52,24,17,marrón,gordo,15,Ser. No.: 6543BF2-X - Date: 2024-05-08 18:22:56.134 - Status: OK,1,2024-05-08T23:22:56Z,FALSE,2.354966668287913
andino,macho,1035.05,28,17,negro,obeso,13,Ser. No.: 6543BF2-X - Date: 2024-05-08 18:25:05.141 - Status: OK,1,2024-05-08T23:25:05Z,FALSE,2.1501166661580404
peruano,hembra,816.75,26,18,negro,sano,30,Ser. No.: 6543BF2-X - Date: 2024-05-08 18:25:11.068 - Status: OK,1,2024-05-08T23:25:11Z,FALSE,0.09878333409627278
abisinio,hembra,554.98,21,16,marrón oscuro,sano,32,Ser. No.: 6543BF2-X - Date: 2024-05-08 18:26:21.745 - Status: OK,1,2024-05-08T23:26:21Z,FALSE,1.1779499967892966
peruano,hembra,537.99,23,16,negro,sano,59,Ser. No.: 6543BF2-X - Date: 2024-05-08 18:30:38.734 - Status: OK,1,2024-05-08T23:30:38Z,FALSE,4.283150001366933
híbrido,hembra,744.85,27,17,marrón,gordo,12,Ser. No.: 6543BF2-X - Date: 2024-05-08 18:31:07.205 - Status: OK,1,2024-05-08T23:31:07Z,FALSE,0.47451666593551634
híbrido,hembra,1014.08,26,NA,blanco,NA,22,Ser. No.: 6543BF2-X - Date: 2024-05-08 18:39:38.461 - Status: OK,1,2024-05-08T23:39:38Z,FALSE,8.520933334032694
híbrido,hembra,570.24,NA,16,tricolor,sano,40,Ser. No.: 6543BF2-X - Date: 2024-05-08 18:39:59.916 - Status: OK,1,2024-05-08T23:39:59Z,FALSE,0.35758333206176757
híbrido,macho,NA,34,15,blanco,NA,54,Ser. No.: 6543BF2-X - Date: 2024-05-08 18:41:44.277 - Status: OK,1,2024-05-08T23:41:44Z,FALSE,1.739350001017253
andino,macho,967.91,31,19,negro,gordo,13,Ser. No.: 6543BF2-X - Date: 2024-05-08 18:41:44.29 - Status: OK,1,2024-05-08T23:41:44Z,FALSE,2.1666685740152992e-4
peruano,hembra,615.62,26,18,blanco,sano,36,Ser. No.: 6543BF2-X - Date: 2024-05-08 18:43:21.17 - Status: OK,1,2024-05-08T23:43:21Z,FALSE,1.6146666685740152
peruano,hembra,616.99,29,17,blanco,sano,16,Ser. No.: 6543BF2-X - Date: 2024-05-08 18:43:21.288 - Status: OK,1,2024-05-08T23:43:21Z,FALSE,0.00196666717529296
andino,macho,898.19,NA,17,negro,gordo,46,Ser. No.: 6543BF2-X - Date: 2024-05-08 18:48:54.648 - Status: OK,1,2024-05-08T23:48:54Z,FALSE,5.555999998251597
andino,macho,901.88,22,20,marrón,sano,24,Ser. No.: 6543BF2-X - Date: 2024-05-08 18:56:13.112 - Status: OK,1,2024-05-08T23:56:13Z,FALSE,7.307733333110809
peruano,macho,712.44,30,NA,negro,NA,31,Ser. No.: 6543BF2-X - Date: 2024-05-08 18:59:19.012 - Status: OK,1,2024-05-08T23:59:19Z,FALSE,3.0983333349227906
andino,hembra,NA,19,17,marrón,NA,57,Ser. No.: 6543BF2-X - Date: 2024-05-08 18:59:26.971 - Status: OK,1,2024-05-08T23:59:26Z,FALSE,0.13264999787012735
andino,hembra,723.41,20,NA,negro,NA,28,Ser. No.: 6543BF2-X - Date: 2024-05-08 19:00:58.504 - Status: OK,1,2024-05-09T00:00:58Z,FALSE,1.5255499998728437
andino,macho,668.94,22,NA,marrón,NA,49,Ser. No.: 6543BF2-X - Date: 2024-05-08 19:01:30.115 - Status: OK,1,2024-05-09T00:01:30Z,FALSE,0.5268500010172527
peruano,hembra,621.53,NA,19,blanco,sano,40,Ser. No.: 6543BF2-X - Date: 2024-05-08 19:02:30.3 - Status: OK,1,2024-05-09T00:02:30Z,FALSE,1.003083332379659
americano,macho,828.37,NA,17,blanco,gordo,18,Ser. No.: 6543BF2-X - Date: 2024-05-08 19:05:32.086 - Status: OK,1,2024-05-09T00:05:32Z,FALSE,3.0297666668891905
peruano,hembra,753.68,NA,19,blanco,sano,49,Ser. No.: 6543BF2-X - Date: 2024-05-09 06:00:08.345 - Status: OK,1,2024-05-09T11:00:08Z,FALSE,NA
peruano,macho,876.96,NA,19,pintado,gordo,44,Ser. No.: 6543BF2-X - Date: 2024-05-09 06:04:52.258 - Status: OK,1,2024-05-09T11:04:52Z,FALSE,4.7318833311398825
peruano,hembra,NA,25,19,marrón,NA,16,Ser. No.: 6543BF2-X - Date: 2024-05-09 06:04:58.837 - Status: OK,1,2024-05-09T11:04:58Z,FALSE,0.10964999993642172
