Marca temporal,Alumno encuestador ,Sexo,Edad,Carrera,Ciclo:,¿Cuántas asignaturas cursas actualmente?,¿Recibes algún apoyo económico para estudiar UTEC?,¿Consume café?, En promedio ¿Cuántas tazas de café consumes en un día?,"Antes de ser alumno de UTEC, ¿cuántas tazas de café consumías al día aproximadamente?","Durante un día de exámenes, ¿Cuántas tazas de café consumes?",¿Con qué frecuencia tomas café diariamente?,¿Cuál fue tu promedio ponderado en el ciclo 2024-1? (Tal cual aparece en tu intranet de estudiante).,¿Dedicas tiempo extra al estudio cuando consumes café? ¿Cuánto?,Si tuvieras que describir tu rendimiento académico cuando consumes café ¿Cómo sería?,¿Cuál es tu estado de ánimo después de consumir café?,¿Cuál es el motivo por el que consumes café?,¿Consideras que vives muy lejos de la UTEC? sí/no,¿Qué intensidad de café prefieres?,¿A qué temperatura consumes tu café?,¿Cuál es el monto máximo que estás dispuesto a gastar en una buena taza de café? (en soles),¿Cuánto gastas en café a la semana?,¿Cuántas horas duermes en promedio aquellos días que tomas café? ,Tiempo aproximado entre cada taza de café que consumes. (Medido en horas),En promedio ¿Cuántas horas descansas por día?,¿Cuál es la cantidad máxima de horas antes de dormir en la que consumirías café? ,¿Cuál es el nivel de dependencia al café para mantenerte despierto durante las noches de estudio?,¿Cómo crees que te afecta el consumo de café?,¿Con qué frecuencia consumes café por la noche?,¿Qué tan frecuente te reúnes a tomar café con tus amigos?,¿Cuántas veces sueles ir a cafeterías a la semana? ,¿Cuántas cucharadas de azúcar le echas a una taza de café?,¿Te gusta acompañar el café con otros alimentos?,¿Cuántas horas duermes por la noche en promedio cuando consumes café?,¿Tu nivel de estrés cambia cuándo consumes café?,Si la respuesta anterior fue sí. ¿Cómo ha cambiado tu nivel de estrés después de consumir café?,"En una escala del 1 al 5, ¿Cómo calificarías el nivel de energía que sientes después de consumir café?
1: No me brinda nada de energía
3: Neutral
5: Me brinda mucha energía",¿Consideras que el consumo de café tiene algún efecto en tu bienestar físico o mental?,¿En qué lugar consumes café con mayor frecuencia?,¿En qué momento del día consumes café con mayor frecuencia?,¿En qué tipo de establecimiento compras café con mayor frecuencia?,¿Qué tipo de café prefieres tomar en tus jornadas de estudio?,¿Tu consumo de café cambió al ingresar a la universidad?
9/26/24 12:47,34,Femenino,21,Ingeniería Civil,7,7,Beca,Sí,2,0,3,Siempre,13.44,Más de 40 minutos,Bueno,Despierto,Aumento de energía,Sí,Medio,Media,2,6,3,"<1,2]",7,1,Moderada,Me afecta positivamente,Siempre,Rara vez,2,4,Sí,3,No,,4,"Sí, afecta tanto mi bienestar físico como mental",En la universidad,No hay horario definido,Hago mi propio café,Café Americano,Aumentó mucho
9/26/24 12:47,34,Femenino,20,Ingeniería Civil,7,6,Beca,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9/26/24 12:49,34,Masculino,19,Ingeniería Industrial,4,6,Beca,Sí,1,0,4,Rara vez,14,Más de 40 minutos,Excelente,Despierto,Aumento de energía,No,Suave,Media,10,20,8,"<1,2]",8,8,Baja,No me afecta,Rara vez,Nunca,1,2,Sí,8,No,Neutro,3,"Sí, afecta mi bienestar físico",En casa,En la mañana,Cafetería Artesanal,"Café Americano, Café pasado",No cambio
9/26/24 12:52,34,Masculino,18,Ingeniería Mecatrónica,4,5,Ninguno,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9/26/24 12:56,34,Masculino,20,Bioingeniería,6,6,Ninguno,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9/26/24 12:57,34,Femenino,17,Ingeniería Mecatrónica,2,6,Ninguno,Sí,4,2,3,Frecuentemente,13,Entre 20 a 40 minutos,Regular,Concentrado,Me gusta,Si,Fuerte,Media,3,6,5,"<2,4]",3,4,Moderada,No me afecta,A veces,Algunas veces,1,3,A veces,6,No,Neutro,3,No afecta mi bienestar,En casa,No hay horario definido,Starbucks,"Café pasado, Mocaccino",No cambio
9/26/24 12:59,34,Femenino,19,Ciencia de la Computación,4,5,Ninguno,Sí,2,3,2,Frecuentemente,No me acuerdo creo q 14?,Más de 40 minutos,Regular,Soy feliz y tambn me concentro más ,"Aumento de energía, Me gusta el café ",Si,Fuerte,Alta,25,20,7,"<4,6]",7,4,Alta,No me afecta,Rara vez,Algunas veces,3,0,A veces,7,No,Neutro,3,"Sí, afecta tanto mi bienestar físico como mental",En mi casa y en la u,En la mañana,Hago mi propio café,"Mocaccino, Espresso ",No cambio
9/26/24 13:06,34,Masculino,17,Ingeniería de la Energía,2,6,Semi-beca,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9/26/24 13:17,54,Femenino,23,Ingeniería Civil,7,4,Ninguno,Sí,3,2,3,A veces,13.56,No dedico tiempo extra,Puede Mejorar,Concentrado,Socializar,no,Medio,Media,30,15,8,"<1,2]",10,3,Ninguna,No me afecta,A veces,Algunas veces,2,1,A veces,5,No,,4,"Sí, afecta mi bienestar mental",En la universidad,En la mañana,Starbucks,"Capuccino, Mocaccino",Aumentó
9/26/24 13:21,54,Masculino,20,Ingeniería Electrónica,4,4,Beca,Sí,2,0,2,Siempre,14.35,Más de 40 minutos,Puede Mejorar,Somnoliento,"Aumento de energía, Reducción de la Fatiga",sí,Muy suave,Baja,19,40,9,"<4,6]",5,4,Muy Alta,Me afecta muy positivamente,Siempre,Rara vez,2,3,A veces,9,No,,4,"Sí, afecta mi bienestar mental",En casa,En la noche,"""Bodegas"" como Listo, Tambo, etc","Café Americano, Café pasado, Mocaccino",Aumentó
9/26/24 13:33,55,Masculino,21,Ingeniería Electrónica,5,6,Ninguno,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9/26/24 13:34,55,Femenino,17,Ciencia de datos,2,6,Ninguno,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9/26/24 15:00,84,Masculino,18,Ingeniería Mecánica,3,5,Ninguno,Sí,1,1,1,Rara vez,14.02,Menos de 20 minutos,Regular,Ansioso,Reducción de la Fatiga,sí,Medio,Alta,10,20,7,más de 8,8,7,Moderada,No me afecta,A veces,Rara vez,0,4,Sí,7,Sí,Aumenta,4,"Sí, afecta tanto mi bienestar físico como mental",En la universidad,En la mañana,Starbucks,Mocaccino,No cambio
9/26/24 15:03,84,Masculino,19,Bioingeniería,5,6,Ninguno,Sí,1,2,2,A veces,14.07,Entre 20 a 40 minutos,Bueno,Concentrado,Aumento de concentración,sí,Medio,Media,12,9,8,"<6,8]",8,8,Baja,Me afecta positivamente,A veces,Rara vez,1,3,Sí,8,Sí,Neutro,3,"Sí, afecta mi bienestar mental",En la universidad,En la noche,Hago mi propio café,Café Irlandés,No cambio
9/26/24 15:05,84,Masculino,17,Ingeniería Mecánica,4,7,Ninguno,Sí,3,3,1,A veces,13.93,Más de 40 minutos,Regular,Estresado,"Reducción de la Fatiga, Estímulo de creatividad, Socializar",sí,Fuerte,Alta,10,12,8,más de 8,8,8,Moderada,No me afecta,Rara vez,Nunca,0,2,Sí,8,Sí,Aumenta,2,"Sí, afecta tanto mi bienestar físico como mental",En casa,En la noche,Hago mi propio café,Café Americano,Disminuyó
9/26/24 15:08,84,Masculino,18,Ciencia de datos,3,5,Ninguno,Sí,2,2,2,Rara vez,15.01,Más de 40 minutos,Bueno,Concentrado,"Aumento de energía, Estímulo de creatividad",sí,Muy Fuerte,Alta,13,11,8,más de 8,8,8,Baja,No me afecta,Rara vez,Rara vez,1,3,Sí,8,Sí,Neutro,3,No afecta mi bienestar,En casa,En la mañana,Cafetería Artesanal,Café Irlandés,No cambio
9/26/24 15:11,84,Masculino,17,Ciencia de la Computación,2,5,Ninguno,Sí,3,2,2,Rara vez,13.82,Más de 40 minutos,Regular,Concentrado,Aumento de energía,sí,Medio,Media,12,10,8,más de 8,8,8,Moderada,No me afecta,Rara vez,Nunca,0,3,Sí,8,Sí,Neutro,3,No afecta mi bienestar,En casa,En la noche,Cafetería Artesanal,Café pasado,No cambio
9/26/24 15:15,84,Masculino,17,Ciencia de la Computación,3,5,Ninguno,Sí,3,3,2,Frecuentemente,14.69,Más de 40 minutos,Bueno,Despierto,Aumento de energía,sí,Medio,Media,13,13,7,más de 8,7,7,Moderada,No me afecta,Rara vez,Rara vez,0,3,No,8,Sí,Neutro,3,No afecta mi bienestar,En casa,En la mañana,"""Bodegas"" como Listo, Tambo, etc",Mocaccino,No cambio
9/26/24 15:17,84,Masculino,17,Ingeniería Electrónica,2,5,Ninguno,Sí,3,3,3,Rara vez,14.02,Más de 40 minutos,Regular,Ansioso,Reducción de la Fatiga,sí,Medio,Media,14,13,8,más de 8,8,8,Ninguna,No me afecta,Rara vez,Rara vez,1,3,Sí,8,Sí,Neutro,3,No afecta mi bienestar,En la universidad,En la noche,Starbucks,Café Irlandés,No cambio
9/26/24 15:19,84,Masculino,17,Ingeniería Mecatrónica,2,5,Ninguno,Sí,2,2,2,Rara vez,14.52,Más de 40 minutos,Regular,Concentrado,Estímulo de creatividad,sí,Medio,Media,14,14,7,más de 8,8,7,Moderada,No me afecta,Rara vez,Nunca,1,5,Sí,7,Sí,Aumenta,4,No afecta mi bienestar,En la universidad,En la tarde,Hago mi propio café,Mocaccino,No cambio
9/26/24 15:21,84,Masculino,19,Ciencia de datos,6,5,Ninguno,Sí,2,2,2,Rara vez,13.08,No dedico tiempo extra,Bueno,Concentrado,Reducción de la Fatiga,sí,Muy suave,Baja,19,15,8,más de 8,8,8,Baja,No me afecta,Frecuentemente,Nunca,2,3,Sí,8,Sí,Aumenta,4,No afecta mi bienestar,En casa,En la noche,"""Bodegas"" como Listo, Tambo, etc",Café Irlandés,No cambio
9/26/24 15:23,84,Masculino,19,Ingeniería Mecánica,3,6,Ninguno,Sí,1,1,1,Rara vez,14.29,Más de 40 minutos,Bueno,Estresado,Reducción de la Fatiga,sí,Fuerte,Media,18,19,8,más de 8,8,8,Ninguna,No me afecta,Rara vez,Nunca,1,3,Sí,8,No,Disminuye,3,No afecta mi bienestar,En casa,En la mañana,Cafetería Artesanal,Café Irlandés,No cambio
9/26/24 15:25,84,Masculino,19,Ingeniería Civil,6,7,Ninguno,Sí,2,2,2,Rara vez,15.02,Más de 40 minutos,Bueno,Despierto,Reducción de la Fatiga,sí,Fuerte,Media,16,18,7,más de 8,7,7,Moderada,No me afecta,Rara vez,Rara vez,1,3,Sí,8,Sí,Aumenta,4,No afecta mi bienestar,En la universidad,En la mañana,Cafetería Artesanal,Café pasado,No cambio
9/26/24 15:27,84,Masculino,17,Bioingeniería,3,6,Ninguno,Sí,2,2,2,A veces,14.72,Más de 40 minutos,Bueno,Ansioso,Aumento de concentración,sí,Medio,Media,18,18,8,más de 8,8,8,Baja,No me afecta,Frecuentemente,Algunas veces,2,4,Sí,8,Sí,Neutro,3,No afecta mi bienestar,En la universidad,En la noche,Cafetería Artesanal,Mocaccino,No cambio
9/26/24 15:29,84,Masculino,20,Bioingeniería,8,6,Ninguno,Sí,2,2,2,Rara vez,13.82,Más de 40 minutos,Regular,Estresado,"Reducción de la Fatiga, Socializar",sí,Medio,Media,14,14,8,más de 8,8,8,Moderada,No me afecta,Rara vez,Rara vez,0,4,Sí,8,Sí,Disminuye,2,No afecta mi bienestar,En casa,En la mañana,"""Bodegas"" como Listo, Tambo, etc","Capuccino, Mocaccino",No cambio
9/26/24 15:31,84,Masculino,19,Ingeniería Química,6,4,Ninguno,Sí,3,3,3,A veces,15.32,Más de 40 minutos,Bueno,Despierto,"Aumento de energía, Reducción de la Fatiga",sí,Medio,Media,19,19,8,más de 8,8,8,Baja,No me afecta,A veces,Algunas veces,0,3,A veces,8,Sí,Aumenta,3,No afecta mi bienestar,En el trabajo,En la tarde,"""Bodegas"" como Listo, Tambo, etc","Café Irlandés, Capuccino",No cambio
9/26/24 15:33,84,Masculino,18,Ingeniería Electrónica,3,6,Ninguno,Sí,2,2,2,A veces,14.92,Más de 40 minutos,Bueno,Somnoliento,Estímulo de creatividad,sí,Medio,Alta,16,17,8,más de 8,8,8,Moderada,No me afecta,Frecuentemente,Algunas veces,1,2,Sí,8,Sí,Aumenta,3,"Sí, afecta tanto mi bienestar físico como mental",En la universidad,En la noche,Starbucks,Café Americano,No cambio
9/26/24 15:35,84,Masculino,18,Ingeniería Mecatrónica,4,4,Ninguno,Sí,2,2,2,A veces,12.99,Más de 40 minutos,Bueno,Estresado,Aumento de concentración,sí,Fuerte,Alta,18,18,8,"<6,8]",8,8,Moderada,No me afecta,A veces,Algunas veces,1,2,Sí,8,Sí,Neutro,3,No afecta mi bienestar,En la universidad,En la mañana,Starbucks,Capuccino,No cambio
9/26/24 15:48,84,Masculino,18,Ingeniería Mecatrónica,4,5,Ninguno,Sí,2,2,2,A veces,13.87,Más de 40 minutos,Bueno,Concentrado,"Aumento de energía, Reducción de la Fatiga",sí,Medio,Media,19,32,8,más de 8,8,8,Moderada,No me afecta,Frecuentemente,Rara vez,1,2,Sí,8,Sí,Neutro,3,No afecta mi bienestar,En la universidad,En la noche,Starbucks,Café Americano,No cambio
9/26/24 15:50,84,Masculino,18,Ingeniería Mecatrónica,3,4,Ninguno,Sí,1,1,1,A veces,14.02,Entre 20 a 40 minutos,Bueno,Concentrado,"Aumento de energía, Aumento de concentración",sí,Medio,Media,18,18,8,más de 8,8,8,Moderada,No me afecta,Frecuentemente,Rara vez,0,3,Sí,8,Sí,Neutro,3,No afecta mi bienestar,En casa,En la noche,Starbucks,Capuccino,No cambio
9/26/24 15:52,84,Masculino,18,Ingeniería Electrónica,4,4,Ninguno,Sí,4,3,2,Frecuentemente,14.82,Más de 40 minutos,Bueno,Estresado,Aumento de energía,sí,Fuerte,Alta,18,18,8,más de 8,8,8,Baja,No me afecta,Frecuentemente,Algunas veces,0,2,Sí,8,Sí,Aumenta,4,No afecta mi bienestar,En la universidad,En la noche,Starbucks,"Café Irlandés, Capuccino",No cambio
9/26/24 17:20,81,Masculino,19,Ingeniería Electrónica,6,5,Semi-beca,Sí,2,1,3,A veces,16.21,Menos de 20 minutos,Excelente,Despierto,Aumento de energía,Si,Muy suave,Baja,4,20,1,"<1,2]",7,2,Baja,No me afecta,Rara vez,Rara vez,1,2,Sí,6,No,Aumenta,1,"Sí, afecta mi bienestar físico",En la universidad,En la mañana,"""Bodegas"" como Listo, Tambo, etc",Café pasado,Aumentó mucho
9/26/24 17:22,81,Femenino,22,Ingeniería Civil,6,5,Ninguno,Sí,4,3,6,Rara vez,14.21,Menos de 20 minutos,Excelente,Despierto,Aumento de energía,Si,Muy suave,Baja,2,10,1,"<4,6]",5,1,Baja,Me afecta muy negativamente,Rara vez,Nunca,1,2,No,4,Sí,Disminuye,1,"Sí, afecta mi bienestar físico",En casa,En la mañana,Cafetería Artesanal,Café Americano,Aumentó mucho
9/26/24 17:26,81,Masculino,21,Bioingeniería,5,6,Beca,Sí,1,1,1,Rara vez,12.3,Menos de 20 minutos,Excelente,Despierto,Aumento de energía,Si,Muy suave,Baja,3,20,6,"<4,6]",7,1,Ninguna,Me afecta muy negativamente,Rara vez,Nunca,0,2,Sí,6,No,Neutro,4,"Sí, afecta mi bienestar mental",En la universidad,En la tarde,"""Bodegas"" como Listo, Tambo, etc",Café Americano,Aumentó mucho
9/26/24 17:28,81,Femenino,24,Ciencia de la Computación,8,4,Ninguno,Sí,2,2,2,Rara vez,13,Menos de 20 minutos,Excelente,Despierto,Aumento de energía,Si,Muy suave,Baja,7,4,7,más de 8,7,2,Ninguna,Me afecta muy negativamente,Rara vez,Nunca,1,1,A veces,2,Sí,Aumenta,1,"Sí, afecta mi bienestar mental",En la universidad,En la noche,"""Bodegas"" como Listo, Tambo, etc","Café Americano, Café pasado",Aumentó
9/26/24 17:30,81,Femenino,20,Ingeniería Electrónica,3,5,Ninguno,Sí,1,1,1,Rara vez,16,Menos de 20 minutos,Regular,Concentrado,Estímulo de creatividad,Si,Medio,Media,3,10,7,"<2,4]",7,2,Baja,No me afecta,A veces,Algunas veces,2,0,A veces,7,No,Neutro,3,"Sí, afecta mi bienestar mental",En la universidad,En la tarde,Starbucks,Mocaccino,No cambio
9/26/24 18:40,34,Masculino,17,Ingeniería Mecánica,2,6,Ninguno,Sí,3,0,20,A veces,14.85,No dedico tiempo extra,Excelente,Despierto,"Aumento de energía, Aumento de concentración",si,Medio,Media,20,35,5,"<2,4]",6,3,Muy Alta,Me afecta muy positivamente,Rara vez,Rara vez,1,2,No,5,No,,5,No afecta mi bienestar,En la universidad,En la tarde,Cafetería Artesanal,"Café Americano, Café pasado, Capuccino",Aumentó mucho
9/26/24 19:17,85,Masculino,19,Ciencia de la Computación,5,5,Ninguno,Sí,4,12,15,Siempre,17,Más de 40 minutos,Excelente,Despierto,Aumento de energía,Si,Fuerte,Alta,16,60,6,"<1,2]",1,3,Muy Alta,Me afecta muy positivamente,Siempre,Rara vez,2,4,A veces,4,Sí,Disminuye,5,"Sí, afecta tanto mi bienestar físico como mental",En la universidad,En la tarde,"""Bodegas"" como Listo, Tambo, etc",Café pasado,Aumentó mucho
9/26/24 19:21,85,Masculino,20,Ciencia de datos,7,6,Semi-beca,Sí,2,0,4,Frecuentemente,14,Entre 20 a 40 minutos,Bueno,Ansioso,"Reducción de la Fatiga, Socializar",Si,Suave,Media,8,20,3,"<2,4]",3,2,Alta,No me afecta,A veces,Rara vez,2,2,No,5,No,Neutro,4,"Sí, afecta mi bienestar mental",En casa,En la noche,Cafetería Artesanal,Café Irlandés,Aumentó
9/26/24 19:24,85,Masculino,23,Ingeniería Mecatrónica,5,6,Ninguno,Sí,7,2,10,Frecuentemente,18,Más de 40 minutos,Regular,Ansioso,"Reducción de la Fatiga, Aumento de concentración",No,Medio,Alta,30,70,6,"<4,6]",2,3,Alta,No me afecta,Frecuentemente,Algunas veces,1,2,A veces,1,No,Aumenta,5,"Sí, afecta mi bienestar mental",En casa,En la tarde,Starbucks,"Café pasado, Mocaccino",Aumentó
9/26/24 19:33,85,Masculino,25,Ciencia de la Computación,10,2,Ninguno,Sí,6,1,14,Frecuentemente,"17,2",Menos de 20 minutos,Bueno,Ansioso,"Aumento de concentración, Socializar",No,Suave,Alta,11,10,7,"<2,4]",3,4,Moderada,No me afecta,A veces,Algunas veces,1,5,Sí,8,Sí,Aumenta,3,"Sí, afecta mi bienestar mental",En el trabajo,En la tarde,Starbucks,"Café Irlandés, Mocaccino",Aumentó
9/26/24 19:36,83,Masculino,22,Ingeniería Electrónica,5,5,Ninguno,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9/26/24 19:36,85,Masculino,20,Ingeniería Mecatrónica,4,6,Ninguno,Sí,3,2,4,Frecuentemente,"15,4",Entre 20 a 40 minutos,Bueno,Concentrado,Aumento de concentración,sí,Suave,Baja,10,40,4,"<2,4]",3,2,Moderada,Me afecta muy negativamente,A veces,Rara vez,0,3,No,6,No,Aumenta,2,"Sí, afecta mi bienestar mental",En la universidad,En la mañana,Starbucks,"Café Americano, Café pasado, Capuccino",Aumentó
9/26/24 19:38,83,Masculino,23,Sistemas de Información,8,6,Beca,Sí,1,1,2,A veces,15,Entre 20 a 40 minutos,Bueno,Ansioso,Aumento de concentración,No,Suave,Media,3,15,4,"<4,6]",5,6,Moderada,No me afecta,A veces,Rara vez,2,2,A veces,6,Sí,Aumenta,3,"Sí, afecta mi bienestar físico",En la universidad,En la noche,Starbucks,Café Irlandés,Aumentó
9/26/24 19:38,83,Masculino,19,Bioingeniería,9,82,Semi-beca,Sí,0,0,0,Rara vez,18,Más de 40 minutos,Regular,Ansioso,"Aumento de concentración, Estímulo de creatividad, Socializar",0,Muy Fuerte,Alta,0,0,7,"<2,4]",0,2,Alta,Me afecta positivamente,Frecuentemente,Nunca,3,2,A veces,2,No,Neutro,4,"Sí, afecta tanto mi bienestar físico como mental",En el trabajo,En la noche,Hago mi propio café,"Café pasado, Café Irlandés, Mocaccino",Aumentó mucho
9/26/24 19:38,83,Masculino,20,Ingeniería de la Energía,4,4,Beca,Sí,3,1,3,Frecuentemente,11.3,Entre 20 a 40 minutos,Bueno,Ansioso,"Aumento de energía, Aumento de concentración, Estímulo de creatividad",No,Suave,Media,8,14,5,"<4,6]",3,4,Moderada,Me afecta positivamente,A veces,Rara vez,1,3,Sí,5,Sí,Neutro,2,"Sí, afecta mi bienestar mental",En casa,No hay horario definido,"""Bodegas"" como Listo, Tambo, etc","Café pasado, Capuccino",Aumentó
9/26/24 19:40,83,Femenino,25,Ciencia de datos,6,7,Semi-beca,Sí,2,2,2,Frecuentemente,13,Más de 40 minutos,Bueno,Concentrado,"Aumento de concentración, Estímulo de creatividad",No,Medio,Media,4,20,5,"<2,4]",8,6,Moderada,Me afecta negativamente,Frecuentemente,Rara vez,1,5,A veces,3,No,Aumenta,3,"Sí, afecta mi bienestar mental",En la universidad,En la tarde,"""Bodegas"" como Listo, Tambo, etc","Café pasado, Café Irlandés, Mocaccino",No cambio
9/26/24 19:41,83,Masculino,24,Administración y negocios digitales,8,3,Ninguno,Sí,4,1,6,Rara vez,13,Entre 20 a 40 minutos,Bueno,Estresado,"Reducción de la Fatiga, Estímulo de creatividad",Sí ,Muy Fuerte,Media,5,21,5,"<2,4]",1,1,Moderada,Me afecta positivamente,Frecuentemente,Rara vez,2,4,A veces,5,Sí,Aumenta,4,"Sí, afecta mi bienestar físico",En el trabajo,No hay horario definido,Cafetería Artesanal,"Café pasado, Café Irlandés, Capuccino, Mocaccino",Aumentó mucho
9/26/24 19:42,35,Masculino,20,Bioingeniería,4,6,Ninguno,Sí,2,3,2,A veces,14.2,Más de 40 minutos,Bueno,Despierto,"Aumento de energía, Reducción de la Fatiga",no,Suave,Media,30,10,7,"<4,6]",8,2,Baja,Me afecta positivamente,A veces,Rara vez,1,3,A veces,7,Sí,Disminuye,4,"Sí, afecta mi bienestar mental",En casa,En la noche,Hago mi propio café,"Café Americano, Café pasado, Capuccino",Disminuyó
9/26/24 19:42,83,Masculino,21,Ciencia de la Computación,9,6,Beca,Sí,2,1,3,Siempre,11,No dedico tiempo extra,Puede Mejorar,Ansioso,"Aumento de concentración, Socializar",Sí ,Fuerte,Media,5,12,4,"<4,6]",4,4,Alta,Me afecta negativamente,Siempre,Rara vez,1,4,A veces,4,No,,3,No afecta mi bienestar,En el trabajo,No hay horario definido,"""Bodegas"" como Listo, Tambo, etc","Café pasado, Capuccino, Mocaccino",Aumentó
9/26/24 19:43,83,Masculino,20,Ingeniería Electrónica,4,6,Semi-beca,Sí,2,3,2,Frecuentemente,14,Entre 20 a 40 minutos,Excelente,Ansioso,Aumento de concentración,Si,Suave,Media,5,25,6,"<4,6]",5,4,Moderada,No me afecta,A veces,Rara vez,1,3,No,5,Sí,Aumenta,3,"Sí, afecta mi bienestar mental",En el trabajo,En la noche,Hago mi propio café,"Café Irlandés, Capuccino",No cambio
9/26/24 19:43,83,Masculino,99,Ingeniería Mecánica,5,8,Beca,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9/26/24 19:45,83,Masculino,89,Ingeniería de la Energía,7,9,Ninguno,Sí,3,7,8,Siempre,16,No dedico tiempo extra,Bueno,Ansioso,Aumento de concentración,si,Muy Fuerte,Media,5,8,6,"<4,6]",7,7,Moderada,Me afecta muy positivamente,Frecuentemente,Siempre,4 a más,7,No,8,No,Aumenta,5,"Sí, afecta tanto mi bienestar físico como mental",En el trabajo,En la mañana,Starbucks,Café pasado,Aumentó mucho
9/26/24 19:45,85,Femenino,24,Ingeniería Civil,8,4,Ninguno,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9/26/24 19:45,83,Femenino,23,Sistemas de Información,10,5,Beca,Sí,3,1,4,Frecuentemente,16,Menos de 20 minutos,Bueno,Ansioso,"Aumento de energía, Socializar",Sí ,Suave,Alta,4,20,4,"<4,6]",6,4,Baja,No me afecta,Frecuentemente,Algunas veces,0,4,A veces,4,Sí,Disminuye,3,"Sí, afecta tanto mi bienestar físico como mental",En casa,En la noche,Starbucks,"Café pasado, Café Irlandés, Capuccino, Mocaccino",Aumentó
9/26/24 19:46,85,Femenino,22,Ciencia de datos,7,5,Semi-beca,Sí,13,5,15,Siempre,"16,7",Más de 40 minutos,Regular,Ansioso,"Aumento de energía, Reducción de la Fatiga, Aumento de concentración, Estímulo de creatividad, Socializar",si,Fuerte,Media,15,30,7,"<4,6]",3,4,Alta,Me afecta positivamente,A veces,Algunas veces,3,2,Sí,5,Sí,Aumenta,5,"Sí, afecta tanto mi bienestar físico como mental",En casa,En la tarde,Hago mi propio café,"Café pasado, Café Irlandés, Capuccino",Aumentó
9/26/24 19:46,85,Masculino,28,Ingeniería Industrial,3,5,Ninguno,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9/26/24 19:47,35,Masculino,18,Ingeniería Mecatrónica,2,6,Ninguno,Sí,1,3,2,A veces,13,Entre 20 a 40 minutos,Regular,Ansioso,"Aumento de energía, Reducción de la Fatiga",Si,Fuerte,Baja,20,5,7,"<6,8]",10,1,Moderada,Me afecta negativamente,A veces,Nunca,0,2,Sí,7,Sí,Aumenta,4,"Sí, afecta mi bienestar físico",En casa,No hay horario definido,Hago mi propio café,"Café pasado, Mocaccino",Aumentó
9/26/24 19:47,35,Masculino,18,Ingeniería Mecatrónica,2,6,Ninguno,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9/26/24 19:48,83,Masculino,18,Ingeniería Industrial,2,6,Beca,Sí,2,0,1,Rara vez,14.5,Entre 20 a 40 minutos,Puede Mejorar,Despierto,"Aumento de energía, Reducción de la Fatiga, Aumento de concentración, Estímulo de creatividad, Socializar",No,Fuerte,Media,7,4,4,"<6,8]",4,4,Moderada,Me afecta negativamente,Rara vez,Nunca,0,3,A veces,4,Sí,Aumenta,2,"Sí, afecta tanto mi bienestar físico como mental",En casa,En la tarde,Starbucks,Café Irlandés,Aumentó
9/26/24 19:49,85,Masculino,18,Administración y negocios digitales,4,4,Ninguno,Sí,8,2,9,Frecuentemente,"12,6",Entre 20 a 40 minutos,Excelente,Ansioso,"Aumento de energía, Aumento de concentración, Estímulo de creatividad",No,Suave,Media,20,40,4,"<2,4]",3,2,Moderada,Me afecta muy positivamente,A veces,Nunca,0,4,A veces,4,No,Neutro,3,"Sí, afecta mi bienestar mental",En la universidad,En la noche,Hago mi propio café,"Café pasado, Mocaccino",Aumentó mucho
9/26/24 19:50,85,Femenino,28,Ingeniería Industrial,4,4,Ninguno,Sí,5,2,7,A veces,15,Menos de 20 minutos,Regular,Despierto,Aumento de energía,si,Suave,Baja,10,80,5,"<4,6]",7,5,Baja,No me afecta,Rara vez,Algunas veces,3,7,A veces,7,No,Disminuye,4,No afecta mi bienestar,En el trabajo,No hay horario definido,Starbucks,Capuccino,Aumentó mucho
9/26/24 19:52,83,Masculino,22,Ingeniería Química,4,6,Beca,Sí,1,0,2,A veces,16,Menos de 20 minutos,Puede Mejorar,Despierto,Estímulo de creatividad,No,Fuerte,Media,4,4,6,más de 8,6,0,Ninguna,Me afecta positivamente,Rara vez,Nunca,0,4,A veces,6,No,,4,No afecta mi bienestar,En la universidad,No hay horario definido,"""Bodegas"" como Listo, Tambo, etc","Café pasado, Mocaccino",Aumentó
9/26/24 19:54,83,Femenino,23,Ingeniería Civil,5,6,Ninguno,Sí,3,2,2,Frecuentemente,17.3,Más de 40 minutos,Bueno,Ansioso,"Aumento de energía, Reducción de la Fatiga, Aumento de concentración",no,Muy Fuerte,Media,5,25,6,"<6,8]",3,3,Moderada,Me afecta positivamente,Frecuentemente,Rara vez,3,3,A veces,6,No,Aumenta,4,"Sí, afecta tanto mi bienestar físico como mental",En el trabajo,No hay horario definido,"""Bodegas"" como Listo, Tambo, etc","Café pasado, Café Irlandés, Capuccino, Mocaccino",Disminuyó mucho
